exercise,w1,r1,w2,r2,volume,delta_weight,delta_reps,session_gap,session_date,next_weight,next_reps
Seated Cable Row - Bar Grip,35.0,12,30.0,12,3455.0,-5.0,0.0,10.229166666666666,2025-08-10T05:01:00+00:00,35.0,22.0
Seated Cable Row - Bar Grip,40.0,22,45.0,17,3215.0,5.0,-5.0,10.761111111111111,2025-08-20T10:31:00+00:00,40.0,24.0
Seated Cable Row - Bar Grip,45.0,19,35.0,12,3000.0,-10.0,-7.0,3.2604166666666665,2025-08-31T04:47:00+00:00,40.0,18.0
Seated Cable Row - Bar Grip,45.0,16,35.0,12,2760.0,-10.0,-4.0,3.7368055555555557,2025-09-03T11:02:00+00:00,40.0,22.0
Seated Cable Row - Bar Grip,45.0,18,35.0,11,2930.0,-10.0,-7.0,4.39375,2025-09-07T04:43:00+00:00,40.0,23.0
Seated Cable Row - Bar Grip,40.0,23,45.0,15,1595.0,5.0,-8.0,5.951388888888889,2025-09-11T14:10:00+00:00,40.0,22.0
Seated Cable Row - Bar Grip,45.0,20,40.0,18,3445.0,-5.0,-2.0,3.657638888888889,2025-09-17T13:00:00+00:00,40.0,20.0
Seated Cable Row - Bar Grip,40.0,18,30.0,18,2960.0,-10.0,0.0,3.303472222222222,2025-09-21T04:47:00+00:00,40.0,20.0
Seated Cable Row - Bar Grip,35.0,14,30.0,12,3450.0,-5.0,-2.0,3.702777777777778,2025-09-24T12:04:00+00:00,40.0,20.0
Seated Cable Row - Bar Grip,35.0,15,30.0,13,3065.0,-5.0,-2.0,3.3472222222222223,2025-09-28T04:56:00+00:00,40.0,23.0
Seated Cable Row - Bar Grip,40.0,10,30.0,15,3220.0,-10.0,5.0,6.627777777777778,2025-10-01T13:16:00+00:00,40.0,25.0
Seated Cable Row - Bar Grip,50.0,15,35.0,13,3105.0,-15.0,-2.0,4.0375,2025-10-08T04:20:00+00:00,45.0,17.0
Seated Cable Row - Bar Grip,35.0,12,30.0,16,3105.0,-5.0,4.0,6.986111111111111,2025-10-12T05:14:00+00:00,40.0,24.0
Seated Cable Row - Bar Grip,35.0,12,30.0,13,3315.0,-5.0,1.0,2.8986111111111112,2025-10-19T04:54:00+00:00,45.0,17.0
Seated Cable Row - Bar Grip,55.0,12,45.0,12,2715.0,-10.0,0.0,4.097916666666666,2025-10-22T02:28:00+00:00,45.0,15.0
Seated Cable Row - Bar Grip,55.0,12,45.0,12,2675.0,-10.0,0.0,10.259027777777778,2025-10-26T04:49:00+00:00,45.0,18.0
Seated Cable Row - Bar Grip,45.0,18,35.0,10,3670.0,-10.0,-8.0,7.019444444444445,2025-11-05T11:02:00+00:00,45.0,20.0
Seated Cable Row - Bar Grip,50.0,15,40.0,12,3030.0,-10.0,-3.0,3.723611111111111,2025-11-12T11:30:00+00:00,45.0,17.0
Seated Cable Row - Bar Grip,50.0,18,35.0,15,3180.0,-15.0,-3.0,3.24375,2025-11-16T04:52:00+00:00,45.0,23.0
Seated Cable Row - Bar Grip,50.0,19,40.0,19,3595.0,-10.0,0.0,3.834722222222222,2025-11-19T10:43:00+00:00,50.0,18.0
Seated Cable Row - Bar Grip,50.0,20,40.0,15,3400.0,-10.0,-5.0,3.1590277777777778,2025-11-23T06:45:00+00:00,50.0,19.0
Seated Cable Row - Bar Grip,50.0,20,40.0,18,3570.0,-10.0,-2.0,3.7597222222222224,2025-11-26T10:34:00+00:00,45.0,15.0
Seated Cable Row - Bar Grip,50.0,16,40.0,15,2825.0,-10.0,-1.0,3.25,2025-11-30T04:48:00+00:00,50.0,13.0
Seated Cable Row - Bar Grip,55.0,13,45.0,7,2330.0,-10.0,-6.0,3.765277777777778,2025-12-03T10:48:00+00:00,50.0,15.0
Seated Cable Row - Bar Grip,55.0,15,45.0,7,2605.0,-10.0,-8.0,6.986111111111111,2025-12-07T05:10:00+00:00,50.0,16.0
Seated Cable Row - Bar Grip,45.0,15,40.0,10,3360.0,-5.0,-5.0,3.2597222222222224,2025-12-14T04:50:00+00:00,50.0,22.0
Seated Cable Row - Bar Grip,45.0,20,40.0,10,4270.0,-5.0,-10.0,10.746527777777779,2025-12-17T11:04:00+00:00,50.0,23.0
Seated Cable Row - Bar Grip,40.0,12,35.0,15,3970.0,-5.0,3.0,6.981944444444444,2025-12-28T04:59:00+00:00,55.0,12.0
Seated Cable Row - Bar Grip,55.0,15,45.0,13,2895.0,-10.0,-2.0,3.357638888888889,2026-01-04T04:33:00+00:00,55.0,18.0
Seated Cable Row - Bar Grip,60.0,15,65.0,10,2540.0,5.0,-5.0,3.6506944444444445,2026-01-07T13:08:00+00:00,50.0,18.0
Seated Cable Row - Bar Grip,55.0,16,45.0,15,3115.0,-10.0,-1.0,7.040277777777778,2026-01-11T04:45:00+00:00,55.0,20.0
Seated Cable Row - Bar Grip,60.0,14,45.0,10,3110.0,-15.0,-4.0,3.3118055555555554,2026-01-18T05:43:00+00:00,50.0,20.0
Seated Cable Row - Bar Grip,55.0,13,45.0,12,2255.0,-10.0,-1.0,3.6729166666666666,2026-01-21T13:12:00+00:00,50.0,20.0
Seated Cable Row - Bar Grip,60.0,12,45.0,15,3275.0,-15.0,3.0,6.9944444444444445,2026-01-25T05:21:00+00:00,40.0,22.0
Seated Cable Row - Bar Grip,50.0,18,35.0,15,3295.0,-15.0,-3.0,3.223611111111111,2026-02-01T05:13:00+00:00,45.0,20.0
Seated Cable Row - Bar Grip,40.0,15,35.0,12,2720.0,-5.0,-3.0,7.104861111111111,2026-02-04T10:35:00+00:00,45.0,21.0
Seated Cable Row - Bar Grip,50.0,12,40.0,12,2025.0,-10.0,0.0,6.8909722222222225,2026-02-11T13:06:00+00:00,45.0,20.0
Seated Cable Row - Bar Grip,55.0,12,40.0,15,2910.0,-15.0,3.0,3.7715277777777776,2026-02-18T10:29:00+00:00,50.0,17.0
Seated Cable Row - Bar Grip,55.0,8,40.0,17,1970.0,-15.0,9.0,8.223611111111111,2026-02-22T05:00:00+00:00,55.0,12.0
Seated Cable Row - Bar Grip,55.0,15,40.0,15,2800.0,-15.0,0.0,4.999305555555556,2026-03-02T10:22:00+00:00,50.0,15.0
Seated Cable Row - Bar Grip,55.0,12,40.0,15,2010.0,-15.0,3.0,7.815972222222222,2026-03-07T10:21:00+00:00,50.0,18.0
Seated Cable Row - Bar Grip,55.0,11,35.0,20,2205.0,-20.0,9.0,3.33125,2026-03-15T05:56:00+00:00,45.0,20.0
Seated Cable Row - Bar Grip,50.0,16,40.0,10,2100.0,-10.0,-6.0,3.642361111111111,2026-03-18T13:53:00+00:00,45.0,20.0
Seated Cable Row - Bar Wide Grip,35.0,13,30.0,15,2850.0,-5.0,2.0,13.9125,2025-05-21T11:52:00+00:00,40.0,22.0
Seated Cable Row - Bar Wide Grip,45.0,16,35.0,12,2650.0,-10.0,-4.0,7.044444444444444,2025-06-04T09:46:00+00:00,40.0,20.0
Seated Cable Row - Bar Wide Grip,30.0,10,35.0,22,2670.0,5.0,12.0,2.9541666666666666,2025-06-11T10:50:00+00:00,40.0,21.0
Seated Cable Row - Bar Wide Grip,40.0,18,30.0,12,2785.0,-10.0,-6.0,14.81875,2025-06-14T09:44:00+00:00,40.0,21.0
Seated Cable Row - Bar Wide Grip,45.0,15,35.0,9,1830.0,-10.0,-6.0,6.978472222222222,2025-06-29T05:23:00+00:00,40.0,20.0
Seated Cable Row - Bar Wide Grip,45.0,16,35.0,10,2545.0,-10.0,-6.0,3.347916666666667,2025-07-06T04:52:00+00:00,40.0,20.0
Seated Cable Row - Bar Wide Grip,45.0,16,35.0,11,1905.0,-10.0,-5.0,10.65,2025-07-09T13:13:00+00:00,40.0,19.0
Seated Cable Row - Bar Wide Grip,35.0,15,30.0,15,3175.0,-5.0,0.0,6.997916666666667,2025-07-20T04:49:00+00:00,40.0,22.0
Seated Cable Row - Bar Wide Grip,45.0,18,40.0,9,3100.0,-5.0,-9.0,7.011111111111111,2025-07-27T04:46:00+00:00,40.0,23.0
Seated Cable Row - Bar Wide Grip,45.0,20,35.0,11,3315.0,-10.0,-9.0,6.999305555555556,2025-08-03T05:02:00+00:00,40.0,24.0
Seated Cable Row - Bar Wide Grip,40.0,16,30.0,13,3520.0,-10.0,-3.0,10.229166666666666,2025-08-10T05:01:00+00:00,40.0,20.0
Seated Cable Row - Bar Wide Grip,45.0,13,40.0,17,2830.0,-5.0,4.0,10.761111111111111,2025-08-20T10:31:00+00:00,40.0,22.0
Seated Cable Row - Bar Wide Grip,40.0,14,30.0,13,2630.0,-10.0,-1.0,6.997222222222222,2025-08-31T04:47:00+00:00,45.0,17.0
Seated Cable Row - Bar Wide Grip,45.0,13,35.0,12,2610.0,-10.0,-1.0,10.345138888888888,2025-09-07T04:43:00+00:00,45.0,13.0
Seated Cable Row - Bar Wide Grip,40.0,18,30.0,12,2465.0,-10.0,-6.0,6.961111111111111,2025-09-17T13:00:00+00:00,40.0,23.0
Seated Cable Row - Bar Wide Grip,35.0,13,30.0,12,3175.0,-5.0,-1.0,7.05,2025-09-24T12:04:00+00:00,40.0,25.0
Seated Cable Row - Bar Wide Grip,40.0,12,30.0,15,3420.0,-10.0,3.0,3.65,2025-10-01T13:16:00+00:00,40.0,25.0
Seated Cable Row - Bar Wide Grip,35.0,18,30.0,16,3640.0,-5.0,-2.0,2.977777777777778,2025-10-05T04:52:00+00:00,40.0,22.0
Seated Cable Row - Bar Wide Grip,35.0,12,30.0,12,3280.0,-5.0,0.0,11.02361111111111,2025-10-08T04:20:00+00:00,40.0,22.0
Seated Cable Row - Bar Wide Grip,35.0,12,30.0,17,3355.0,-5.0,5.0,6.996527777777778,2025-10-19T04:54:00+00:00,45.0,18.0
Seated Cable Row - Bar Wide Grip,50.0,14,40.0,11,2940.0,-10.0,-3.0,4.2555555555555555,2025-10-26T04:49:00+00:00,45.0,19.0
Seated Cable Row - Bar Wide Grip,50.0,13,40.0,15,2705.0,-10.0,2.0,9.764583333333333,2025-10-30T10:57:00+00:00,45.0,20.0
Seated Cable Row - Bar Wide Grip,50.0,18,40.0,13,3170.0,-10.0,-5.0,6.981944444444444,2025-11-09T05:18:00+00:00,45.0,21.0
Seated Cable Row - Bar Wide Grip,50.0,19,35.0,17,3390.0,-15.0,-2.0,13.997222222222222,2025-11-16T04:52:00+00:00,45.0,16.0
Seated Cable Row - Bar Wide Grip,50.0,11,35.0,13,2375.0,-15.0,2.0,7.0152777777777775,2025-11-30T04:48:00+00:00,45.0,18.0
Seated Cable Row - Bar Wide Grip,45.0,10,35.0,8,2565.0,-10.0,-2.0,3.225,2025-12-07T05:10:00+00:00,45.0,18.0
Seated Cable Row - Bar Wide Grip,45.0,10,35.0,12,2865.0,-10.0,2.0,3.761111111111111,2025-12-10T10:34:00+00:00,50.0,18.0
Seated Cable Row - Bar Wide Grip,45.0,10,35.0,12,2980.0,-10.0,2.0,20.988194444444446,2025-12-14T04:50:00+00:00,45.0,20.0
Seated Cable Row - Bar Wide Grip,55.0,13,45.0,12,3105.0,-10.0,-1.0,7.008333333333334,2026-01-04T04:33:00+00:00,50.0,20.0
Seated Cable Row - Bar Wide Grip,60.0,8,45.0,16,3080.0,-15.0,8.0,7.040277777777778,2026-01-11T04:45:00+00:00,50.0,22.0
Seated Cable Row - Bar Wide Grip,60.0,12,45.0,11,3250.0,-15.0,-1.0,6.9847222222222225,2026-01-18T05:43:00+00:00,50.0,14.0
Seated Cable Row - Bar Wide Grip,60.0,10,45.0,16,2955.0,-15.0,6.0,3.3291666666666666,2026-01-25T05:21:00+00:00,45.0,20.0
Seated Cable Row - Bar Wide Grip,55.0,17,45.0,7,3150.0,-10.0,-10.0,3.665277777777778,2026-01-28T13:15:00+00:00,45.0,22.0
Seated Cable Row - Bar Wide Grip,50.0,15,40.0,10,3140.0,-10.0,-5.0,13.979861111111111,2026-02-01T05:13:00+00:00,45.0,20.0
Seated Cable Row - Bar Wide Grip,50.0,17,35.0,12,3070.0,-15.0,-5.0,7.011111111111111,2026-02-15T04:44:00+00:00,50.0,13.0
Seated Cable Row - Bar Wide Grip,50.0,15,35.0,18,2030.0,-15.0,3.0,2.792361111111111,2026-02-22T05:00:00+00:00,45.0,18.0
Seated Cable Row - Bar Wide Grip,50.0,17,35.0,12,2080.0,-15.0,-5.0,5.43125,2026-02-25T00:01:00+00:00,50.0,18.0
Seated Cable Row - Bar Wide Grip,50.0,17,35.0,12,2920.0,-15.0,-5.0,19.788888888888888,2026-03-02T10:22:00+00:00,50.0,17.0
Seated Cable Row - V Grip (Cable),45.0,18,35.0,8,2700.0,-10.0,-10.0,17.65277777777778,2025-07-16T13:22:00+00:00,40.0,21.0
Seated Cable Row - V Grip (Cable),45.0,19,35.0,12,3015.0,-10.0,-7.0,10.32013888888889,2025-08-03T05:02:00+00:00,40.0,24.0
Seated Cable Row - V Grip (Cable),45.0,16,35.0,12,2955.0,-10.0,-4.0,10.682638888888889,2025-08-13T12:43:00+00:00,40.0,22.0
Seated Cable Row - V Grip (Cable),45.0,14,35.0,12,2650.0,-10.0,-2.0,52.26111111111111,2025-08-24T05:06:00+00:00,40.0,23.0
Seated Cable Row - V Grip (Cable),40.0,12,35.0,20,3600.0,-5.0,8.0,24.747222222222224,2025-10-15T11:22:00+00:00,45.0,20.0
Seated Cable Row - V Grip (Cable),50.0,16,40.0,12,2930.0,-10.0,-4.0,45.2125,2025-11-09T05:18:00+00:00,50.0,20.0
Seated Cable Row - V Grip (Cable),55.0,12,45.0,15,2720.0,-10.0,3.0,6.802777777777778,2025-12-24T10:24:00+00:00,50.0,18.0
Seated Cable Row - V Grip (Cable),55.0,17,45.0,12,3200.0,-10.0,-5.0,14.353472222222223,2025-12-31T05:40:00+00:00,50.0,18.0
Seated Cable Row - V Grip (Cable),55.0,16,45.0,7,2095.0,-10.0,-9.0,55.99791666666667,2026-01-14T14:09:00+00:00,50.0,18.0
Seated Calf Raise,10.0,20,15.0,21,515.0,5.0,1.0,5.99375,2025-11-28T10:42:00+00:00,20.0,20.0
Seated Calf Raise,20.0,20,20.0,21,820.0,0.0,1.0,7.998611111111111,2025-12-04T10:33:00+00:00,30.0,15.0
Seated Calf Raise,30.0,15,20.0,15,1200.0,-10.0,0.0,6.9944444444444445,2025-12-12T10:31:00+00:00,30.0,18.0
Seated Calf Raise,35.0,10,30.0,10,1190.0,-5.0,0.0,7.000694444444444,2025-12-19T10:23:00+00:00,30.0,18.0
Seated Calf Raise,30.0,20,20.0,14,1420.0,-10.0,-6.0,28.073611111111113,2025-12-26T10:24:00+00:00,30.0,22.0
Seated Calf Raise,30.0,12,20.0,15,1740.0,-10.0,3.0,21.054166666666667,2026-01-23T12:10:00+00:00,35.0,20.0
Seated Calf Raise,35.0,16,30.0,15,1710.0,-5.0,-1.0,13.888194444444444,2026-02-13T13:28:00+00:00,35.0,18.0
Seated Calf Raise,40.0,12,30.0,13,1500.0,-10.0,1.0,7.095833333333333,2026-02-27T10:47:00+00:00,30.0,20.0
Seated Incline Curl (Dumbbell),5.0,12,2.5,12,460.0,-2.5,0.0,6.9375,2025-05-21T11:52:00+00:00,7.5,20.0
Seated Incline Curl (Dumbbell),7.5,7,5.0,10,477.5,-2.5,3.0,5.022222222222222,2025-05-28T10:22:00+00:00,7.5,21.0
Seated Incline Curl (Dumbbell),5.0,10,7.5,10,472.5,2.5,0.0,6.929861111111111,2025-06-02T10:54:00+00:00,10.0,7.0
Seated Incline Curl (Dumbbell),7.5,9,5.0,13,532.5,-2.5,4.0,2.067361111111111,2025-06-09T09:13:00+00:00,7.5,20.0
Seated Incline Curl (Dumbbell),5.0,8,2.5,11,517.5,-2.5,3.0,18.9375,2025-06-11T10:50:00+00:00,10.0,13.0
Seated Incline Curl (Dumbbell),7.5,7,5.0,9,592.5,-2.5,2.0,21.0125,2025-06-30T09:20:00+00:00,7.5,23.0
Seated Incline Curl (Dumbbell),7.5,10,5.0,8,627.5,-2.5,-2.0,7.132638888888889,2025-07-21T09:38:00+00:00,7.5,23.0
Seated Incline Curl (Dumbbell),7.5,8,5.0,8,657.5,-2.5,0.0,6.915972222222222,2025-07-28T12:49:00+00:00,10.0,16.0
Seated Incline Curl (Dumbbell),7.5,4,5.0,8,620.0,-2.5,4.0,7.082638888888889,2025-08-04T10:48:00+00:00,7.5,20.0
Seated Incline Curl (Dumbbell),5.0,12,2.5,14,620.0,-2.5,2.0,13.858333333333333,2025-08-11T12:47:00+00:00,7.5,25.0
Seated Incline Curl (Dumbbell),7.5,23,5.0,13,645.0,-2.5,-10.0,6.990277777777778,2025-08-25T09:23:00+00:00,7.5,25.0
Seated Incline Curl (Dumbbell),7.5,25,5.0,12,565.0,-2.5,-13.0,14.052777777777777,2025-09-01T09:09:00+00:00,7.5,22.0
Seated Incline Curl (Dumbbell),7.5,12,5.0,10,555.0,-2.5,-2.0,7.123611111111111,2025-09-15T10:25:00+00:00,7.5,24.0
Seated Incline Curl (Dumbbell),7.5,13,5.0,14,722.5,-2.5,1.0,6.979166666666667,2025-09-22T13:23:00+00:00,7.5,25.0
Seated Incline Curl (Dumbbell),7.5,9,5.0,15,715.0,-2.5,6.0,19.667361111111113,2025-09-29T12:53:00+00:00,7.5,26.0
Seated Leg Curl (Machine),50.0,10,40.0,12,3580.0,-10.0,2.0,5.930555555555555,2025-05-24T12:34:00+00:00,55.0,22.0
Seated Leg Curl (Machine),60.0,16,60.0,12,2890.0,0.0,-4.0,6.970833333333333,2025-05-30T10:54:00+00:00,60.0,20.0
Seated Leg Curl (Machine),60.0,12,50.0,13,3830.0,-10.0,1.0,6.947916666666667,2025-06-06T10:12:00+00:00,60.0,22.0
Seated Leg Curl (Machine),65.0,13,50.0,11,2715.0,-15.0,-2.0,13.015277777777778,2025-06-13T08:57:00+00:00,60.0,20.0
Seated Leg Curl (Machine),45.0,12,40.0,15,4415.0,-5.0,3.0,9.084027777777777,2025-06-26T09:19:00+00:00,65.0,20.0
Seated Leg Curl (Machine),70.0,10,60.0,10,3300.0,-10.0,0.0,6.0368055555555555,2025-07-05T11:20:00+00:00,60.0,25.0
Seated Leg Curl (Machine),60.0,12,50.0,10,4820.0,-10.0,-2.0,7.036111111111111,2025-07-11T12:13:00+00:00,60.0,20.0
Seated Leg Curl (Machine),60.0,12,55.0,9,4515.0,-5.0,-3.0,6.975694444444445,2025-07-18T13:05:00+00:00,60.0,28.0
Seated Leg Curl (Machine),60.0,10,50.0,14,5150.0,-10.0,4.0,7.007638888888889,2025-07-25T12:30:00+00:00,55.0,28.0
Seated Leg Curl (Machine),60.0,8,55.0,7,4685.0,-5.0,-1.0,7.051388888888889,2025-08-01T12:41:00+00:00,60.0,24.0
Seated Leg Curl (Machine),55.0,15,45.0,20,5960.0,-10.0,5.0,14.027777777777779,2025-08-08T13:55:00+00:00,55.0,25.0
Seated Leg Curl (Machine),45.0,18,35.0,25,5750.0,-10.0,7.0,13.831944444444444,2025-08-22T14:35:00+00:00,55.0,25.0
Seated Leg Curl (Machine),55.0,25,65.0,6,1765.0,10.0,-19.0,14.08125,2025-09-05T10:33:00+00:00,55.0,25.0
Seated Leg Curl (Machine),70.0,15,55.0,15,4420.0,-15.0,0.0,6.910416666666666,2025-09-19T12:30:00+00:00,55.0,25.0
Seated Leg Curl (Machine),60.0,15,50.0,15,4325.0,-10.0,0.0,7.094444444444444,2025-09-26T10:21:00+00:00,60.0,25.0
Seated Leg Curl (Machine),55.0,15,45.0,18,5735.0,-10.0,3.0,7.925,2025-10-03T12:37:00+00:00,60.0,25.0
Seated Leg Curl (Machine),50.0,26,45.0,17,4735.0,-5.0,-9.0,6.0465277777777775,2025-10-11T10:49:00+00:00,60.0,26.0
Seated Leg Curl (Machine),65.0,20,50.0,18,3760.0,-15.0,-2.0,10.91875,2025-10-17T11:56:00+00:00,65.0,15.0
Seated Leg Curl (Machine),45.0,17,65.0,15,3555.0,20.0,-2.0,3.167361111111111,2025-10-28T09:59:00+00:00,65.0,15.0
Seated Leg Curl (Machine),55.0,14,45.0,18,3535.0,-10.0,4.0,6.8375,2025-10-31T14:00:00+00:00,65.0,18.0
Seated Leg Curl (Machine),55.0,16,45.0,18,5030.0,-10.0,2.0,8.038194444444445,2025-11-07T10:06:00+00:00,70.0,17.0
Seated Leg Curl (Machine),60.0,15,50.0,12,4770.0,-10.0,-3.0,6.006944444444445,2025-11-15T11:01:00+00:00,70.0,20.0
Seated Leg Curl (Machine),75.0,15,60.0,16,4910.0,-15.0,1.0,6.979861111111111,2025-11-21T11:11:00+00:00,70.0,22.0
Seated Leg Curl (Machine),55.0,20,45.0,20,5790.0,-10.0,0.0,5.99375,2025-11-28T10:42:00+00:00,70.0,22.0
Seated Leg Curl (Machine),60.0,22,50.0,15,4885.0,-10.0,-7.0,7.998611111111111,2025-12-04T10:33:00+00:00,70.0,24.0
Seated Leg Curl (Machine),75.0,16,55.0,18,6470.0,-20.0,2.0,6.9944444444444445,2025-12-12T10:31:00+00:00,70.0,25.0
Seated Leg Curl (Machine),80.0,10,65.0,15,6075.0,-15.0,5.0,7.000694444444444,2025-12-19T10:23:00+00:00,70.0,26.0
Seated Leg Curl (Machine),60.0,14,45.0,13,6855.0,-15.0,-1.0,7.014583333333333,2025-12-26T10:24:00+00:00,55.0,27.0
Seated Leg Curl (Machine),55.0,11,60.0,15,5545.0,5.0,4.0,6.997222222222222,2026-01-02T10:45:00+00:00,60.0,25.0
Seated Leg Curl (Machine),70.0,19,55.0,12,4790.0,-15.0,-7.0,7.0993055555555555,2026-01-09T10:41:00+00:00,60.0,28.0
Seated Leg Curl (Machine),60.0,15,45.0,16,5890.0,-15.0,1.0,6.9625,2026-01-16T13:04:00+00:00,70.0,25.0
Seated Leg Curl (Machine),55.0,20,50.0,12,5925.0,-5.0,-8.0,6.942361111111111,2026-01-23T12:10:00+00:00,70.0,20.0
Seated Leg Curl (Machine),75.0,15,50.0,25,5125.0,-25.0,10.0,7.105555555555555,2026-01-30T10:47:00+00:00,55.0,30.0
Seated Leg Curl (Machine),65.0,22,40.0,15,5300.0,-25.0,-7.0,7.00625,2026-02-06T13:19:00+00:00,60.0,30.0
Seated Leg Curl (Machine),70.0,18,55.0,12,5345.0,-15.0,-6.0,6.88125,2026-02-13T13:28:00+00:00,70.0,18.0
Seated Leg Curl (Machine),80.0,7,60.0,15,4340.0,-20.0,8.0,7.006944444444445,2026-02-20T10:37:00+00:00,70.0,20.0
Seated Leg Curl (Machine),75.0,17,60.0,15,3575.0,-15.0,-2.0,7.095833333333333,2026-02-27T10:47:00+00:00,75.0,18.0
Seated Leg Curl (Machine),60.0,25,50.0,15,3600.0,-10.0,-10.0,6.902777777777778,2026-03-06T13:05:00+00:00,60.0,21.0
Seated Leg Curl (Machine),60.0,15,45.0,20,3060.0,-15.0,5.0,7.976388888888889,2026-03-13T10:45:00+00:00,55.0,27.0
Seated Overhead Press (Dumbbell),20.0,13,12.5,7,1237.5,-7.5,-6.0,35.14652777777778,2025-07-03T09:54:00+00:00,17.5,19.0
Seated Overhead Press (Dumbbell),17.5,8,20.0,13,1207.5,2.5,5.0,125.89305555555555,2025-08-07T13:25:00+00:00,20.0,19.0
Seated Shoulder Press (Machine),30.0,17,20.0,10,2290.0,-10.0,-7.0,65.04652777777778,2025-06-26T09:19:00+00:00,30.0,20.0
Seated Shoulder Press (Machine),35.0,15,20.0,9,1305.0,-15.0,-6.0,80.03055555555555,2025-08-30T10:26:00+00:00,30.0,22.0
Seated Shoulder Press (Machine),25.0,15,15.0,20,1860.0,-10.0,5.0,38.96875,2025-11-18T11:10:00+00:00,35.0,18.0
Shoulder Press (Dumbbell),12.5,8,10.0,8,1415.0,-2.5,0.0,7.017361111111111,2025-05-22T10:21:00+00:00,17.0,18.0
Shoulder Press (Dumbbell),15.0,8,12.5,13,1448.5,-2.5,5.0,6.948611111111111,2025-05-29T10:46:00+00:00,17.5,20.0
Shoulder Press (Dumbbell),17.5,6,12.5,13,1447.5,-5.0,7.0,9.830555555555556,2025-06-05T09:32:00+00:00,17.5,15.0
Shoulder Press (Dumbbell),15.0,18,12.5,15,720.0,-2.5,-3.0,25.310416666666665,2025-06-15T05:28:00+00:00,17.5,20.0
Shoulder Press (Dumbbell),15.0,6,12.5,8,1300.0,-2.5,2.0,7.007638888888889,2025-07-10T12:55:00+00:00,17.5,18.0
Shoulder Press (Dumbbell),15.0,7,12.5,8,1260.0,-2.5,1.0,7.0256944444444445,2025-07-17T13:06:00+00:00,17.5,21.0
Shoulder Press (Dumbbell),20.0,13,12.5,10,1415.0,-7.5,-3.0,6.988194444444445,2025-07-24T13:43:00+00:00,17.5,22.0
Shoulder Press (Dumbbell),17.5,6,12.5,10,1512.5,-5.0,4.0,13.956944444444444,2025-07-31T13:26:00+00:00,17.5,20.0
Shoulder Press (Dumbbell),15.0,13,12.5,12,852.5,-2.5,-1.0,7.021527777777778,2025-08-14T12:24:00+00:00,15.0,25.0
Shoulder Press (Dumbbell),17.5,7,12.5,12,1132.5,-5.0,5.0,4.715972222222222,2025-08-21T12:55:00+00:00,15.0,20.0
Shoulder Press (Dumbbell),15.0,10,12.5,13,1032.5,-2.5,3.0,9.1625,2025-08-26T06:06:00+00:00,15.0,22.0
Shoulder Press (Dumbbell),15.0,9,12.5,10,1110.0,-2.5,1.0,8.127777777777778,2025-09-04T10:00:00+00:00,17.5,18.0
Shoulder Press (Dumbbell),17.5,12,12.5,10,1215.0,-5.0,-2.0,6.0256944444444445,2025-09-12T13:04:00+00:00,15.0,20.0
Shoulder Press (Dumbbell),15.0,13,12.5,10,1100.0,-2.5,-3.0,8.879166666666666,2025-09-18T13:41:00+00:00,15.0,22.0
Shoulder Press (Dumbbell),17.5,15,12.5,12,1072.5,-5.0,-3.0,3.0909722222222222,2025-09-27T10:47:00+00:00,17.5,18.0
Shoulder Press (Dumbbell),15.0,12,12.5,12,1200.0,-2.5,0.0,7.060416666666667,2025-09-30T12:58:00+00:00,17.5,20.0
Shoulder Press (Dumbbell),20.0,5,12.5,7,1217.5,-7.5,2.0,6.847916666666666,2025-10-07T14:25:00+00:00,17.5,15.0
Shoulder Press (Dumbbell),12.5,15,10.0,12,1090.0,-2.5,-3.0,2.0902777777777777,2025-10-14T10:46:00+00:00,15.0,20.0
Shoulder Press (Dumbbell),17.5,12,12.5,15,1747.5,-5.0,3.0,12.995833333333334,2025-10-16T12:56:00+00:00,12.5,25.0
Shoulder Press (Dumbbell),15.0,12,12.5,17,1405.0,-2.5,5.0,3.701388888888889,2025-10-29T12:50:00+00:00,12.5,23.0
Shoulder Press (Dumbbell),15.0,10,12.5,15,1465.0,-2.5,5.0,4.241666666666666,2025-11-02T05:40:00+00:00,15.0,20.0
Shoulder Press (Dumbbell),15.0,12,12.5,15,1460.0,-2.5,3.0,6.957638888888889,2025-11-06T11:28:00+00:00,15.0,22.0
Shoulder Press (Dumbbell),15.0,15,12.5,12,1425.0,-2.5,-3.0,7.047916666666667,2025-11-13T10:27:00+00:00,15.0,23.0
Shoulder Press (Dumbbell),17.5,13,12.5,15,1500.0,-5.0,2.0,6.944444444444445,2025-11-20T11:36:00+00:00,15.0,25.0
Shoulder Press (Dumbbell),15.0,16,12.5,12,1745.0,-2.5,-4.0,8.025694444444444,2025-11-27T10:16:00+00:00,10.0,25.0
Shoulder Press (Dumbbell),12.5,12,7.51,15,1507.65,-4.99,3.0,13.009027777777778,2025-12-05T10:53:00+00:00,20.0,20.0
Shoulder Press (Dumbbell),22.5,10,17.5,12,1532.5,-5.0,2.0,6.975694444444445,2025-12-18T11:06:00+00:00,20.0,21.0
Shoulder Press (Dumbbell),22.5,11,15.0,13,1665.0,-7.5,2.0,14.002083333333333,2025-12-25T10:31:00+00:00,20.0,17.0
Shoulder Press (Dumbbell),15.0,18,12.5,15,1727.5,-2.5,-3.0,7.067361111111111,2026-01-08T10:34:00+00:00,20.0,16.0
